City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,alyangula,-13.8483,136.4192,29.61,67,100,1.73,AU,1675813250
286,ecoporanga,-18.3733,-40.8306,23.71,85,95,2.38,BR,1675813251
287,tura,25.5198,90.2201,14.52,52,25,1.7,IN,1675812993
288,krivosheino,57.3431,83.9261,-13.56,97,98,1.61,RU,1675813251
289,bhopal,23.2667,77.4,13.92,29,0,3.0,IN,1675813251
290,aden,12.7794,45.0367,24.32,70,18,4.39,YE,1675813252
291,ramjibanpur,22.8333,87.6167,17.06,63,0,2.48,IN,1675813252
292,aripuana,-9.1667,-60.6333,21.89,99,89,0.42,BR,1675813252
293,joshimath,30.5667,79.5667,1.02,40,1,4.44,IN,1675813253
294,buluang,13.3068,123.3425,24.97,84,93,1.48,PH,1675813253
295,walvis bay,-22.9575,14.5053,18.94,88,32,2.57,NA,1675812929
296,dukat,62.55,155.55,-36.57,98,97,1.64,RU,1675813253
297,saint george,37.1041,-113.5841,13.02,33,0,1.79,US,1675812648
298,sibolga,1.7427,98.7792,23.0,72,99,2.13,ID,1675813254
299,sibu,2.3,111.8167,24.17,100,20,0.0,MY,1675813254
300,brae,60.3964,-1.353,6.58,74,39,14.27,GB,1675813254
301,chokurdakh,70.6333,147.9167,-39.19,100,99,1.74,RU,1675813084
302,kloulklubed,7.0419,134.2556,26.28,75,100,7.96,PW,1675813255
303,oktyabrskoye,43.0645,44.7417,-8.92,85,100,5.0,RU,1675813255
304,fairbanks,64.8378,-147.7164,-10.43,77,40,0.0,US,1675813128
305,belmonte,-15.8631,-38.8828,25.91,78,5,4.37,BR,1675813255
306,mahon,39.8885,4.2658,10.31,87,75,8.75,ES,1675813256
307,faya,18.3851,42.4509,12.29,74,31,1.39,SA,1675813256
308,havelock,34.8791,-76.9013,13.98,71,20,3.09,US,1675813256
309,grindavik,63.8424,-22.4338,-3.03,80,75,13.89,IS,1675813180
310,kamaishi,39.2667,141.8833,2.29,80,100,3.92,JP,1675813257
311,charleston,32.7766,-79.9309,17.28,71,100,3.09,US,1675813132
312,ankang,32.68,109.0172,7.87,85,100,2.2,CN,1675813257
313,nishihara,26.1842,127.7558,19.6,89,75,3.09,JP,1675813257
314,saldanha,-33.0117,17.9442,17.03,89,24,7.26,ZA,1675812879
315,vardo,70.3705,31.1107,-0.01,86,40,10.29,NO,1675813009
316,trairi,-3.2778,-39.2689,25.89,80,100,3.12,BR,1675812855
317,salasu de sus,45.5167,22.95,-7.93,93,100,1.41,RO,1675813258
318,mitsamiouli,-11.3847,43.2844,27.16,78,99,4.71,KM,1675813258
319,kudahuvadhoo,2.6708,72.8944,26.87,74,59,3.45,MV,1675812955
320,norman wells,65.282,-126.8329,-21.98,71,75,1.03,CA,1675813035
321,morant bay,17.8815,-76.4093,27.79,83,9,5.88,JM,1675813258
322,onega,63.9061,38.1404,0.04,96,100,5.49,RU,1675813259
323,zhangye,38.9342,100.4517,-2.89,51,100,2.01,CN,1675813259
324,gat,31.61,34.7642,11.38,100,85,9.36,IL,1675812782
325,kargasok,59.0556,80.8572,-17.36,97,95,2.87,RU,1675813259
326,coihaique,-45.5752,-72.0662,19.97,52,75,3.6,CL,1675813072
327,pokrovskoye,47.4157,38.8971,-5.27,65,100,8.61,RU,1675813260
328,colborne,44.0001,-77.8828,6.56,94,100,8.73,CA,1675813260
329,kibala,9.1104,18.3463,26.19,14,3,2.54,TD,1675813260
330,victoria point,-27.5833,153.3,28.99,57,99,2.68,AU,1675813261
331,port macquarie,-31.4333,152.9167,24.38,63,92,2.35,AU,1675813261
332,xining,36.6167,101.7667,-3.13,94,100,0.35,CN,1675812990
333,dandong,40.1292,124.3947,-3.59,45,0,2.62,CN,1675813262
334,karasburg,-28.0167,18.75,20.59,52,47,3.13,NA,1675813262
335,luba,3.4568,8.5547,26.94,78,64,2.3,GQ,1675813263
336,severnyy,50.677,36.5532,-11.98,85,0,4.0,RU,1675813264
337,sawakin,19.1059,37.3321,21.72,63,93,6.36,SD,1675813265
338,tautira,-17.7333,-149.15,26.66,64,0,2.58,PF,1675813267
339,martapura,-3.4167,114.85,24.05,100,20,2.57,ID,1675813268
340,isangel,-19.55,169.2667,29.06,89,100,1.03,VU,1675812867
341,mocajuba,-2.5842,-49.5072,23.28,97,98,1.46,BR,1675813269
342,adrar,20.5022,-10.0711,16.23,21,94,5.06,MR,1675813018
343,vila franca do campo,37.7167,-25.4333,13.23,83,86,4.91,PT,1675813031
344,manggar,-2.8833,108.2667,25.9,85,99,1.93,ID,1675813269
345,new norfolk,-42.7826,147.0587,16.51,42,8,0.69,AU,1675812804
346,flinders,-34.5833,150.8552,21.32,93,100,1.74,AU,1675813270
347,sabang,5.8933,95.3214,27.32,73,92,5.86,ID,1675813270
348,panguipulli,-39.6333,-72.3333,20.72,46,0,1.81,CL,1675813271
349,berlevag,70.8578,29.0864,1.0,80,75,11.32,NO,1675812950
350,moron,-34.6534,-58.6198,32.18,70,6,4.5,AR,1675812898
351,lewisporte,49.2499,-55.0482,-11.16,88,94,1.77,CA,1675813271
352,kasangulu,-4.5911,15.1708,20.99,95,94,1.85,CD,1675813271
353,aykhal,66.0,111.5,-39.07,100,99,1.46,RU,1675813272
354,veraval,20.9,70.3667,20.9,63,1,3.5,IN,1675813272
355,sembe,1.6481,14.5806,22.53,71,91,1.24,CG,1675813273
356,port augusta,-32.5,137.7667,31.71,18,0,2.96,AU,1675812704
357,vaitape,-16.5167,-151.75,27.2,73,32,5.59,PF,1675812891
358,coquimbo,-29.9533,-71.3436,17.85,88,100,3.6,CL,1675812839
359,dwarka,22.2394,68.9678,20.84,66,24,4.07,IN,1675813274
360,bonavista,48.6499,-53.1147,-4.87,67,100,9.47,CA,1675813276
361,leningradskiy,69.3833,178.4167,-31.43,96,100,2.43,RU,1675813049
362,yara,20.2753,-76.9533,24.62,68,46,7.14,CU,1675813281
363,lerwick,60.1545,-1.1494,7.0,74,15,13.82,GB,1675813283
364,inyonga,-6.7167,32.0667,17.4,93,96,2.09,TZ,1675813287
365,hazorasp,41.3194,61.0742,3.91,64,100,5.51,UZ,1675813288
366,raudeberg,61.9875,5.1352,6.37,75,51,13.91,NO,1675813120
367,roebourne,-20.7833,117.1333,31.33,51,23,1.52,AU,1675813288
368,bilibino,68.0546,166.4372,-38.47,99,100,0.31,RU,1675813288
369,aklavik,68.2191,-135.0107,-29.0,76,75,2.06,CA,1675812883
370,ketchikan,55.3422,-131.6461,4.26,87,100,2.57,US,1675813263
371,erenhot,43.6475,111.9767,-11.0,72,24,1.71,CN,1675813289
372,quang ngai,15.1167,108.8,21.79,91,28,1.9,VN,1675813289
373,iqaluit,63.7506,-68.5145,-33.15,75,75,1.03,CA,1675813043
374,obo,5.3998,26.4869,23.17,18,24,2.52,CF,1675813290
375,tambopata,-12.7333,-69.1833,31.94,58,0,1.03,PE,1675813291
376,lebu,-37.6167,-73.65,15.42,88,0,7.7,CL,1675812844
377,jiaojiang,28.6803,121.4428,10.0,80,100,2.94,CN,1675813292
378,mwingi,-0.9344,38.0601,18.58,60,83,1.03,KE,1675813293
379,opuwo,-18.0607,13.84,18.83,55,98,2.66,NA,1675813293
380,kawalu,-7.3817,108.2082,22.91,93,100,0.88,ID,1675813294
381,fenoarivo,-18.933,47.4354,19.04,82,75,2.57,MG,1675813294
382,balabag,11.97,121.9192,26.0,80,80,6.88,PH,1675813294
383,san antonio,29.4241,-98.4936,22.17,83,75,5.14,US,1675812988
384,laguna,38.421,-121.4238,16.21,56,0,1.54,US,1675813251
385,necochea,-38.5473,-58.7368,22.69,78,38,7.71,AR,1675812993
386,port-cartier,50.0334,-66.8654,-6.18,83,100,2.84,CA,1675813298
387,talas,38.6908,35.5538,-11.63,92,75,0.0,TR,1675813299
388,geraldton,-28.7667,114.6,20.23,88,40,4.12,AU,1675812853
389,boffa,10.1667,-14.0333,22.42,77,18,0.92,GN,1675813299
390,constantine,36.365,6.6147,8.67,76,75,3.6,DZ,1675813303
391,muisne,0.6,-80.0333,25.63,86,10,2.83,EC,1675813304
392,dakar,14.6937,-17.4441,19.49,72,100,9.02,SN,1675813304
393,alice springs,-23.7,133.8833,31.23,40,3,1.34,AU,1675812885
394,northam,51.0333,-4.2167,3.67,91,1,2.83,GB,1675813074
395,helong,42.5397,128.9972,-10.15,74,7,2.3,CN,1675813305
396,talnakh,69.4865,88.3972,-22.22,98,99,2.76,RU,1675812995
397,eureka,40.8021,-124.1637,15.67,73,46,2.23,US,1675813246
398,comodoro rivadavia,-45.8667,-67.5,23.92,27,0,4.63,AR,1675813116
399,bontang,0.1333,117.5,24.21,81,100,2.06,ID,1675813305
400,hambantota,6.1241,81.1185,23.91,86,91,5.06,LK,1675813171
401,gambela,8.25,34.5833,26.48,23,31,0.93,ET,1675813306
402,homer,59.6425,-151.5483,-2.06,77,100,6.69,US,1675813306
403,asadabad,34.7824,48.1185,1.97,91,57,3.1,IR,1675813306
404,bilma,18.6853,12.9164,20.25,20,88,3.04,NE,1675813307
405,ugoofaaru,5.6667,73.0,26.88,70,47,3.11,MV,1675813006
406,pontianak,-0.0333,109.3333,23.99,94,40,1.03,ID,1675813307
407,mazatlan,23.2167,-106.4167,23.98,75,20,4.63,MX,1675813131
408,buala,-8.145,159.5921,27.41,87,97,4.18,SB,1675813269
409,auki,-8.7676,160.7034,27.92,81,95,2.47,SB,1675812890
410,freeport,40.6576,-73.5832,5.55,79,20,6.69,US,1675813064
411,kuytun,54.3419,101.5036,-23.89,100,100,1.54,RU,1675813307
412,saint-ambroise,48.5501,-71.3324,-2.7,53,100,5.14,CA,1675813308
413,portland,45.5234,-122.6762,10.28,94,100,3.13,US,1675812695
414,fort nelson,58.8053,-122.7002,-2.23,54,20,1.03,CA,1675813308
415,sulzbach-rosenberg,49.4983,11.7517,-2.09,84,5,1.36,DE,1675813308
416,boma,7.0805,-2.1697,23.39,86,96,1.55,GH,1675813309
417,la tuque,47.4334,-72.7824,-4.86,68,100,2.57,CA,1675813159
418,khani,41.9563,42.9566,-2.24,98,100,1.99,GE,1675813309
419,charagua,-19.8,-63.2167,19.52,97,97,0.96,BO,1675813309
420,moose factory,51.2585,-80.6094,-11.0,67,75,6.69,CA,1675813310
421,dayong,25.0209,118.2898,15.2,86,76,1.08,CN,1675812890
422,cabedelo,-6.9811,-34.8339,25.37,71,93,4.66,BR,1675813140
423,hamilton,39.1834,-84.5333,12.77,83,100,3.6,US,1675813193
424,lesozavodsk,45.4794,133.4244,-17.81,95,96,1.04,RU,1675813310
425,yulara,-25.2406,130.9889,32.1,23,0,3.35,AU,1675812843
426,sfantu gheorghe,45.8667,25.7833,-7.88,97,100,0.49,RO,1675813311
427,severo-yeniseyskiy,60.3725,93.0408,-13.69,97,100,1.41,RU,1675813311
428,whitehorse,60.7161,-135.0538,-2.57,63,40,6.69,CA,1675813311
429,grand-santi,4.25,-54.3833,22.23,99,21,1.21,GF,1675813312
430,angoche,-16.2325,39.9086,25.0,87,100,3.2,MZ,1675813312
431,myre,69.1036,15.9492,2.97,89,86,16.08,NO,1675813312
432,mormugao,15.4,73.8,22.1,62,100,3.1,IN,1675813313
433,te anau,-45.4167,167.7167,13.8,44,55,5.0,NZ,1675812794
434,igede,10.0544,5.9416,26.09,14,97,2.66,NG,1675813313
435,olinda,-8.0089,-34.8553,26.85,54,20,3.6,BR,1675813076
436,uetersen,53.6833,9.6667,-0.03,93,40,1.03,DE,1675813313
437,yarada,17.65,83.2667,20.18,100,27,1.03,IN,1675813314
438,chapadinha,-3.7417,-43.3603,22.18,98,100,1.63,BR,1675813311
439,fereydun kenar,36.6864,52.5225,10.47,89,50,5.31,IR,1675813314
440,tolosa,43.6043,1.4437,5.99,65,0,5.14,FR,1675813034
441,andros town,24.7,-77.7667,22.98,64,58,8.52,BS,1675813314
442,constitucion,-35.3333,-72.4167,15.89,74,8,4.38,CL,1675812886
443,pitimbu,-7.4706,-34.8086,25.33,70,99,4.46,BR,1675813315
444,ilulissat,69.2167,-51.1,-22.99,70,100,4.12,GL,1675812946
445,praia da vitoria,38.7333,-27.0667,13.14,76,75,5.76,PT,1675813315
446,da nang,16.0678,108.2208,23.99,88,75,2.06,VN,1675813315
447,dhangadhi,28.7079,80.5961,12.65,61,0,1.27,NP,1675813316
448,san cristobal,7.7669,-72.225,23.1,71,23,0.6,VE,1675812921
449,malmyzh,56.5205,50.6818,-22.16,100,96,2.1,RU,1675813316
450,mezen,65.8522,44.24,1.05,99,100,5.82,RU,1675812983
451,soyo,-6.1349,12.3689,26.4,82,72,3.64,AO,1675813316
452,karpogory,64.0019,44.4451,-1.21,94,100,4.96,RU,1675813317
453,brits,-25.6347,27.7802,22.62,59,91,3.49,ZA,1675813317
454,richards bay,-28.783,32.0377,22.84,96,45,1.81,ZA,1675813317
455,corn island,12.1694,-83.0418,26.44,81,8,9.35,NI,1675813318
456,bejar,40.3864,-5.7634,4.77,95,52,2.12,ES,1675813318
457,tevaitoa,-16.7833,-151.5,27.12,71,31,5.33,PF,1675813318
458,maarianhamina,60.0973,19.9348,2.92,87,100,2.06,AX,1675813319
459,jamsa,61.8642,25.19,0.64,97,100,2.38,FI,1675813319
460,tazovskiy,67.4667,78.7,-26.51,100,99,2.3,RU,1675813319
461,diamantina,-18.2494,-43.6003,18.75,85,100,1.78,BR,1675813320
462,flin flon,54.7682,-101.865,-4.09,74,20,3.6,CA,1675813320
463,bubaque,11.2833,-15.8333,24.08,71,28,7.15,GW,1675813320
464,pacific grove,36.6177,-121.9166,16.25,77,0,4.47,US,1675813321
465,maragogi,-9.0122,-35.2225,25.33,69,92,3.59,BR,1675812954
466,myaundzha,63.0494,147.1858,-36.39,98,98,0.9,RU,1675813321
467,deputatskiy,69.3,139.9,-43.61,99,57,1.89,RU,1675813321
468,farafangana,-22.8167,47.8333,22.78,88,100,1.2,MG,1675813322
469,kulhudhuffushi,6.6221,73.07,26.76,71,88,2.56,MV,1675813323
470,dawei,14.0833,98.2,20.92,80,9,1.13,MM,1675813323
471,ancud,-41.8697,-73.8203,15.45,91,5,2.46,CL,1675812987
472,cintalapa,16.6951,-93.7272,23.73,46,0,0.94,MX,1675813324
473,balaguer,41.7912,0.8109,7.82,83,99,7.0,ES,1675813324
474,malakal,9.5334,31.6605,25.16,15,0,4.73,SS,1675813325
475,dickinson,29.4608,-95.0513,23.38,85,100,5.14,US,1675813064
476,ilebo,-4.3167,20.5833,21.68,91,98,0.53,CD,1675813325
477,high prairie,55.4334,-116.4858,-3.43,90,94,1.59,CA,1675813326
478,young,-32.6833,-57.6333,27.48,29,1,3.35,UY,1675813326
479,tenosique,17.4833,-91.4333,24.98,75,8,3.39,MX,1675813154
480,salta,-24.7859,-65.4117,26.33,57,40,3.6,AR,1675813327
481,wawa,9.9022,4.4192,28.11,21,100,2.39,NG,1675813327
482,dubti,11.7361,41.0853,24.29,50,3,1.16,ET,1675813330
483,puro,12.4841,123.3827,25.65,83,71,4.42,PH,1675813332
484,ormara,25.2088,64.6357,21.02,69,2,3.3,PK,1675813333
485,charters towers,-20.1,146.2667,28.21,64,77,4.74,AU,1675813334
486,jalu,29.0331,21.5482,10.48,56,100,3.27,LY,1675813335
487,kuantan,3.8077,103.326,24.06,88,20,1.03,MY,1675813337
488,biograd na moru,43.9433,15.4519,1.39,57,33,3.94,HR,1675813338
489,san,13.3034,-4.8956,28.14,13,86,4.22,ML,1675813340
490,tarakan,3.3,117.6333,23.72,88,40,1.54,ID,1675813341
491,hirara,24.8,125.2833,20.15,83,75,4.12,JP,1675813342
492,neokhorion,41.1833,23.25,-2.26,57,5,1.81,GR,1675813343
493,srednekolymsk,67.45,153.6833,-34.56,98,100,2.43,RU,1675813344
494,lazaro cardenas,17.9583,-102.2,26.42,67,4,3.79,MX,1675813067
495,morondava,-20.2833,44.2833,24.43,89,100,3.05,MG,1675813258
496,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,61,20,3.0,RU,1675813345
497,hualmay,-11.0964,-77.6139,23.3,77,15,3.26,PE,1675812946
498,wahiawa,21.5028,-158.0236,27.18,73,100,5.14,US,1675813140
499,la ronge,55.1001,-105.2842,2.14,38,0,5.14,CA,1675813346
500,piranhas,-16.4269,-51.8222,23.29,84,23,2.59,BR,1675813346
501,barberton,-25.7884,31.0532,21.21,97,49,0.9,ZA,1675813110
502,west wendover,40.7391,-114.0733,2.56,60,0,0.0,US,1675813071
503,nome,64.5011,-165.4064,-18.8,77,0,1.54,US,1675813347
504,vallenar,-28.5708,-70.7581,24.14,49,13,2.18,CL,1675813347
505,henties bay,-22.116,14.2845,18.55,87,51,2.66,NA,1675813348
506,akdepe,42.0551,59.3788,6.05,61,100,6.93,TM,1675813349
507,gao,16.6362,1.637,25.37,14,84,4.84,ML,1675813349
508,chopovychi,50.8332,28.9533,-8.69,96,16,2.56,UA,1675813350
509,halifax,44.6453,-63.5724,-3.21,72,20,3.09,CA,1675812967
510,ahuimanu,21.4447,-157.8378,27.84,78,40,6.17,US,1675813350
511,san jose,37.3394,-121.895,17.78,49,75,2.68,US,1675812588
512,belchatow,51.3688,19.3567,-1.68,91,100,1.42,PL,1675813351
513,gamba,-2.65,10.0,25.13,82,84,1.55,GA,1675813351
514,rakoshyno,48.4671,22.5969,-5.42,91,75,2.2,UA,1675813351
515,baoning,25.3378,110.026,8.92,100,75,1.0,CN,1675813351
516,san policarpo,12.1791,125.5072,27.19,73,100,6.94,PH,1675813352
517,daru,-9.0763,143.2092,27.57,76,99,6.01,PG,1675813075
518,storslett,69.7678,21.0247,4.0,45,95,7.72,NO,1675813352
519,bolivar,37.6145,-93.4105,7.75,80,100,1.25,US,1675813353
520,ayolas,-27.4,-56.9,31.8,24,42,2.49,PY,1675813353
521,ivanivka,46.7208,34.553,-3.65,59,100,8.2,UA,1675813354
522,chitral,35.8462,71.7858,-3.97,49,1,3.88,PK,1675813354
523,lompoc,34.6391,-120.4579,21.5,65,40,3.6,US,1675812806
524,yeppoon,-23.1333,150.7333,26.88,68,79,9.03,AU,1675813355
525,hilton head island,32.2163,-80.7526,18.06,72,75,0.0,US,1675813358
526,balkanabat,39.5108,54.3671,9.11,56,100,1.38,TM,1675812888
527,imaculada,-7.3897,-37.5092,23.56,45,90,6.0,BR,1675813364
528,konstantinovo,54.6628,29.2699,-7.04,94,98,3.16,BY,1675813365
529,olafsvik,64.8945,-23.7142,-2.82,63,100,11.23,IS,1675813204
530,bujumbura,-3.3822,29.3644,21.42,84,100,0.94,BI,1675813365
531,calama,-22.4667,-68.9333,23.27,35,75,9.26,CL,1675812650
532,champasak,14.75,106.0,22.32,74,66,1.04,LA,1675813366
533,vila,42.0304,-8.1588,1.49,80,56,4.82,PT,1675813195
534,gwadar,25.1216,62.3254,21.33,67,3,2.75,PK,1675813056
535,lukulu,-14.3707,23.242,17.92,97,100,2.36,ZM,1675813366
536,nampula,-15.1165,39.2666,21.97,100,75,3.09,MZ,1675813367
537,santa isabel do rio negro,-0.4139,-65.0192,24.33,90,75,0.7,BR,1675813367
538,galle,6.0367,80.217,24.11,89,48,1.62,LK,1675813367
539,kempsey,-31.0833,152.8333,24.41,72,98,0.66,AU,1675813367
540,hindupur,13.8289,77.4933,19.59,63,45,2.24,IN,1675813368
541,casablanca,33.5928,-7.6192,11.12,90,1,4.53,MA,1675813368
542,agartala,23.8364,91.275,14.44,92,0,0.5,IN,1675813368
543,aviles,43.5547,-5.9248,6.07,86,0,4.12,ES,1675813369
544,lambarene,-0.7001,10.2406,24.52,93,94,1.53,GA,1675813369
545,chalus,36.655,51.4204,9.7,100,75,2.06,IR,1675813369
546,svetlogorsk,52.6333,29.7333,-11.6,97,46,1.39,BY,1675813370
547,bozuyuk,39.9078,30.0367,-3.81,96,100,3.74,TR,1675813370
548,vao,-22.6667,167.4833,26.59,70,33,5.53,NC,1675812894
549,ituango,7.1712,-75.764,18.01,98,57,0.76,CO,1675813370
550,birjand,32.8663,59.2211,8.26,71,75,4.12,IR,1675813371
551,turayf,31.6725,38.6637,4.14,87,75,7.2,SA,1675813371
552,copiapo,-27.3667,-70.3333,18.83,45,48,2.52,CL,1675813172
553,de-kastri,51.4667,140.7833,-18.12,91,100,1.99,RU,1675813371
554,trat,12.5,102.5,27.17,90,98,0.32,TH,1675813371
555,urumqi,43.801,87.6005,-9.47,93,100,1.0,CN,1675813018
556,uruacu,-14.5247,-49.1408,23.12,84,99,1.38,BR,1675813372
557,marathon,44.9,-89.7668,1.97,66,0,6.17,US,1675813357
558,coffs harbour,-30.3,153.1333,25.98,61,100,2.57,AU,1675813372
559,menongue,-14.6585,17.691,16.37,92,100,0.86,AO,1675813372
560,padang,-0.9492,100.3543,21.03,68,99,1.57,ID,1675813065
561,port lincoln,-34.7333,135.8667,21.82,65,3,5.13,AU,1675812892
562,southbridge,42.0751,-72.0334,1.71,56,100,1.79,US,1675813373
563,kaeo,-35.1,173.7833,26.29,65,55,2.6,NZ,1675813373
564,passo de camaragibe,-9.2368,-35.4901,24.75,79,100,1.54,BR,1675813373
565,traverse city,44.7631,-85.6206,3.11,85,73,5.35,US,1675813374
566,sao francisco,-15.9486,-44.8644,24.13,64,31,1.14,BR,1675813374
567,manokwari,-0.8667,134.0833,25.36,87,100,1.42,ID,1675813375
568,perivolion,39.4206,20.0147,4.75,47,29,5.52,GR,1675813375
569,kieta,-6.2167,155.6333,28.49,76,78,3.46,PG,1675813140
570,tubuala,9.5167,-79.0333,25.93,84,96,8.07,PA,1675813375
571,noumea,-22.2763,166.4572,31.11,99,88,3.53,NC,1675812820
